PartNo,Barcode,Size,Diameter,Width,Description,Cap,Bore,Load,Finish,Offset,Backspace,Bolt Pattern1,Bolt Pattern2,Additional Info,Brand,Style,Discontinued,Special,Length,Width,Height,Gross Weight,CAD MSRP,Price,Qty AL,Qty CA,Qty IN,Qty TX,Qty NC,Qty ON,L Pic,XL Pic
473-6765HSMF34,886821215119,16X7.5,16,7.5,5-4.5 HSMF  VIS AXIS,C473BA,73.1,1650,Hyper Silver Machined Face,34,5.56,5-4.5 (5-114.3),,,VIS-VIS,473,No,No,17.75,17.75,9.5,21.72,259.25,181.48,24,79,100,0,3,0,https://images.iconfigurators.app/images/wheels/large/vision-473-axis-wheel-5lug-hyper-silver-machined-20x85-500_9537.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-473-axis-wheel-5lug-hyper-silver-machined-20x85-1000_1457.jpg
473-6790GB34,886821215300,16X7.5,16,7.5,5-115 GB  VIS AXIS,C473GB,73.1,1650,Gloss Black,34,5.56,5-115,,,VIS-VIS,473,No,No,18,18,9.5,21.48,238.39,166.88,44,12,32,0,8,0,https://images.iconfigurators.app/images/wheels/large/vision-473-axis-wheel-5lug-gloss-black-20x85-500_5440.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-473-axis-wheel-5lug-gloss-black-20x85-1000_7416.jpg
473-6790HSMF34,886821215133,16X7.5,16,7.5,5-115 HSMF  VIS AXIS,C473BA,73.1,1650,Hyper Silver Machined Face,34,5.56,5-115,,,VIS-VIS,473,No,No,18,18,9.5,20.9,259.25,181.48,10,8,25,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-473-axis-wheel-5lug-hyper-silver-machined-20x85-500_9537.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-473-axis-wheel-5lug-hyper-silver-machined-20x85-1000_1457.jpg
473-7831GB38,886821215324,17X8,17,8,5-4.25 GB  VIS AXIS,C473GB,73.1,1650,Gloss Black,38,6,5-4.25 (5-108),,,VIS-VIS,473,No,No,19.25,19.25,10,23.8,283.23,198.26,41,16,23,0,0,4,https://images.iconfigurators.app/images/wheels/large/vision-473-axis-wheel-5lug-gloss-black-20x85-500_5440.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-473-axis-wheel-5lug-gloss-black-20x85-1000_7416.jpg
473-7831HSMF38,886821215157,17X8,17,8,5-4.25 HSMF  VIS AXIS,C473BA,73.1,1650,Hyper Silver Machined Face,38,6,5-4.25 (5-108),,,VIS-VIS,473,No,No,19.25,19.25,10,23.8,304.09,212.86,32,12,6,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-473-axis-wheel-5lug-hyper-silver-machined-20x85-500_9537.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-473-axis-wheel-5lug-hyper-silver-machined-20x85-1000_1457.jpg
473-7845GB38,886821215317,17X8,17,8,5-112 GB  VIS AXIS,C473GB,73.1,1650,Gloss Black,38,6,5-112,,,VIS-VIS,473,No,No,19.5,19.5,9.75,23.7,283.23,198.26,2,12,32,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-473-axis-wheel-5lug-gloss-black-20x85-500_5440.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-473-axis-wheel-5lug-gloss-black-20x85-1000_7416.jpg
473-7845HSMF38,886821215140,17X8,17,8,5-112 HSMF  VIS AXIS,C473BA,73.1,1650,Hyper Silver Machined Face,38,6,5-112,,,VIS-VIS,473,No,No,19.25,19.25,10,24,304.09,212.86,16,1,20,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-473-axis-wheel-5lug-hyper-silver-machined-20x85-500_9537.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-473-axis-wheel-5lug-hyper-silver-machined-20x85-1000_1457.jpg
473-7865GB38,886821215331,17X8,17,8,5-4.5 GB  VIS AXIS,C473GB,73.1,1650,Gloss Black,38,6,5-4.5 (5-114.3),,,VIS-VIS,473,No,No,19.25,19.25,10,24,283.23,198.26,21,55,68,0,12,0,https://images.iconfigurators.app/images/wheels/large/vision-473-axis-wheel-5lug-gloss-black-20x85-500_5440.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-473-axis-wheel-5lug-gloss-black-20x85-1000_7416.jpg
473-7865HSMF38,886821215171,17X8,17,8,5-4.5 HSMF  VIS AXIS,C473BA,73.1,1650,Hyper Silver Machined Face,38,6,5-4.5 (5-114.3),,,VIS-VIS,473,No,No,19,19,10,24.2,304.09,212.86,17,37,12,0,8,4,https://images.iconfigurators.app/images/wheels/large/vision-473-axis-wheel-5lug-hyper-silver-machined-20x85-500_9537.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-473-axis-wheel-5lug-hyper-silver-machined-20x85-1000_1457.jpg
473-7890HSMF38,886821215188,17X8,17,8,5-115 HSMF  VIS AXIS,C473BA,73.1,1650,Hyper Silver Machined Face,38,6,5-115,,,VIS-VIS,473,No,No,19.25,19.25,10,24.3,304.09,212.86,16,4,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-473-axis-wheel-5lug-hyper-silver-machined-20x85-500_9537.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-473-axis-wheel-5lug-hyper-silver-machined-20x85-1000_1457.jpg
473-8812GB38,886821216086,18X8,18,8,5-120 GB  VIS AXIS,C473GB,73.1,1675,Gloss Black,38,6,5-120,,,VIS-VIS,473,No,No,20,20,10,25,321.64,225.15,0,22,9,0,0,4,https://images.iconfigurators.app/images/wheels/large/vision-473-axis-wheel-5lug-gloss-black-20x85-500_5440.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-473-axis-wheel-5lug-gloss-black-20x85-1000_7416.jpg
473-8812HSMF38,886821215201,18X8,18,8,5-120 HSMF  VIS AXIS,C473BA,73.1,1675,Hyper Silver Machined Face,38,6,5-120,,,VIS-VIS,473,No,No,20,20,10,25.7,345.97,242.18,16,14,41,0,0,4,https://images.iconfigurators.app/images/wheels/large/vision-473-axis-wheel-5lug-hyper-silver-machined-20x85-500_9537.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-473-axis-wheel-5lug-hyper-silver-machined-20x85-1000_1457.jpg
473-8831GB38,886821216079,18X8,18,8,5-4.25 GB  VIS AXIS,C473GB,73.1,1675,Gloss Black,38,6,5-4.25 (5-108),,,VIS-VIS,473,No,No,20,20,9.75,25.2,321.64,225.15,23,4,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-473-axis-wheel-5lug-gloss-black-20x85-500_5440.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-473-axis-wheel-5lug-gloss-black-20x85-1000_7416.jpg
473-8831HSMF38,886821215195,18X8,18,8,5-4.25 HSMF  VIS AXIS,C473BA,73.1,1675,Hyper Silver Machined Face,38,6,5-4.25 (5-108),,,VIS-VIS,473,No,No,20,20,10,25.6,345.97,242.18,14,0,20,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-473-axis-wheel-5lug-hyper-silver-machined-20x85-500_9537.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-473-axis-wheel-5lug-hyper-silver-machined-20x85-1000_1457.jpg
473-8865GB38,886821216093,18X8,18,8,5-4.5 GB  VIS AXIS,C473GB,73.1,1675,Gloss Black,38,6,5-4.5 (5-114.3),,,VIS-VIS,473,No,No,20,20,9.75,25.4,321.64,225.15,3,138,48,0,12,4,https://images.iconfigurators.app/images/wheels/large/vision-473-axis-wheel-5lug-gloss-black-20x85-500_5440.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-473-axis-wheel-5lug-gloss-black-20x85-1000_7416.jpg
473-8865HSMF38,886821215218,18X8,18,8,5-4.5 HSMF  VIS AXIS,C473BA,73.1,1675,Hyper Silver Machined Face,38,6,5-4.5 (5-114.3),,,VIS-VIS,473,No,No,20,20,9.75,25.7,345.97,242.18,7,1,60,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-473-axis-wheel-5lug-hyper-silver-machined-20x85-500_9537.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-473-axis-wheel-5lug-hyper-silver-machined-20x85-1000_1457.jpg
474-2812GBMF35,886821216734,20X8.5,20,8.5,5-120 GBMF VIS RECOIL,C473GB,73.1,1675,Gloss Black Machined Face,35,6.1,5-120,,,VIS-VIS,474,No,No,22.25,22.25,10.5,32.54,387.29,271.1,27,30,0,0,0,2,https://images.iconfigurators.app/images/wheels/large/vision-474-recoil-wheel-5lug-gloss-black-machined-20x85-500_6057.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-recoil-wheel-5lug-gloss-black-machined-20x85-1000_4876.jpg
474-2812HS35,886821216475,20X8.5,20,8.5,5-120 HS VIS RECOIL,C473GB,73.1,1675,Hyper Silver,35,6.1,5-120,,,VIS-VIS,474,No,No,22.25,22.25,10.25,32.6,397.72,278.4,12,23,2,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-474-recoil-wheel-5lug-hyper-silver-20x85-500_8217.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-recoil-wheel-5lug-hyper-silver-20x85-1000_2850.jpg
474-2812SB35,886821216604,20X8.5,20,8.5,5-120 SB VIS RECOIL,C473GB,73.1,1675,Satin Black,35,6.1,5-120,,,VIS-VIS,474,No,No,22.25,22.25,10.25,32.5,380.34,266.23,28,26,39,0,0,4,https://images.iconfigurators.app/images/wheels/large/vision-474-Recoil-wheel-5lug-satin-black-20x85-500_9007.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-Recoil-wheel-5lug-satin-black-20x85-1000_5915.jpg
474-2831GBMF35,886821216741,20X8.5,20,8.5,5-4.25 GBMF VIS RECOIL,C473GB,73.1,1675,Gloss Black Machined Face,35,6.1,5-4.25 (5-108),,,VIS-VIS,474,No,No,22.25,22.25,10.5,32.66,387.29,271.1,12,12,4,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-474-recoil-wheel-5lug-gloss-black-machined-20x85-500_6057.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-recoil-wheel-5lug-gloss-black-machined-20x85-1000_4876.jpg
474-2831HS35,886821216482,20X8.5,20,8.5,5-4.25 HS VIS RECOIL,C473GB,73.1,1675,Hyper Silver,35,6.1,5-4.25 (5-108),,,VIS-VIS,474,No,No,22.25,22.25,10.25,32.5,397.72,278.4,29,18,8,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-474-recoil-wheel-5lug-hyper-silver-20x85-500_8217.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-recoil-wheel-5lug-hyper-silver-20x85-1000_2850.jpg
474-2831SB35,886821216611,20X8.5,20,8.5,5-4.25 SB VIS RECOIL,C473GB,73.1,1675,Satin Black,35,6.1,5-4.25 (5-108),,,VIS-VIS,474,No,No,22.25,22.25,10.25,33.6,380.34,266.23,32,24,23,0,0,4,https://images.iconfigurators.app/images/wheels/large/vision-474-Recoil-wheel-5lug-satin-black-20x85-500_9007.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-Recoil-wheel-5lug-satin-black-20x85-1000_5915.jpg
474-2845GBMF35,886821216758,20X8.5,20,8.5,5-112 GBMF VIS RECOIL,C473GB,73.1,1675,Gloss Black Machined Face,35,6.1,5-112,,,VIS-VIS,474,No,No,22.25,22.25,10.5,32.7,387.29,271.1,0,0,0,0,0,4,https://images.iconfigurators.app/images/wheels/large/vision-474-recoil-wheel-5lug-gloss-black-machined-20x85-500_6057.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-recoil-wheel-5lug-gloss-black-machined-20x85-1000_4876.jpg
474-2845HS35,886821216499,20X8.5,20,8.5,5-112 HS VIS RECOIL,C473GB,73.1,1675,Hyper Silver,35,6.1,5-112,,,VIS-VIS,474,No,No,22.25,22.25,10.25,32.6,397.72,278.4,0,0,3,0,0,4,https://images.iconfigurators.app/images/wheels/large/vision-474-recoil-wheel-5lug-hyper-silver-20x85-500_8217.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-recoil-wheel-5lug-hyper-silver-20x85-1000_2850.jpg
474-2845SB35,886821216628,20X8.5,20,8.5,5-112 SB VIS RECOIL,C473GB,73.1,1675,Satin Black,35,6.1,5-112,,,VIS-VIS,474,No,No,22,22,10.5,31.6,380.34,266.23,20,12,16,0,0,4,https://images.iconfigurators.app/images/wheels/large/vision-474-Recoil-wheel-5lug-satin-black-20x85-500_9007.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-Recoil-wheel-5lug-satin-black-20x85-1000_5915.jpg
474-2865GBMF35,886821216772,20X8.5,20,8.5,5-4.5 GBMF VIS RECOIL,C473GB,73.1,1675,Gloss Black Machined Face,35,6.1,5-4.5 (5-114.3),,,VIS-VIS,474,No,No,22.25,22.25,10.25,32.1,387.29,271.1,19,7,38,0,0,4,https://images.iconfigurators.app/images/wheels/large/vision-474-recoil-wheel-5lug-gloss-black-machined-20x85-500_6057.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-recoil-wheel-5lug-gloss-black-machined-20x85-1000_4876.jpg
474-2865HS35,886821216505,20X8.5,20,8.5,5-4.5 HS VIS RECOIL,C473GB,73.1,1675,Hyper Silver,35,6.1,5-4.5 (5-114.3),,,VIS-VIS,474,No,No,22.25,22.25,10.25,22.25,397.72,278.4,1,28,28,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-474-recoil-wheel-5lug-hyper-silver-20x85-500_8217.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-recoil-wheel-5lug-hyper-silver-20x85-1000_2850.jpg
474-2865SB35,886821216635,20X8.5,20,8.5,5-4.5 SB VIS RECOIL,C473GB,73.1,1675,Satin Black,35,6.1,5-4.5 (5-114.3),,,VIS-VIS,474,No,No,22.25,22.25,10.25,32.5,380.34,266.23,40,7,13,0,0,4,https://images.iconfigurators.app/images/wheels/large/vision-474-Recoil-wheel-5lug-satin-black-20x85-500_9007.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-Recoil-wheel-5lug-satin-black-20x85-1000_5915.jpg
474-2890HS35,886821216512,20X8.5,20,8.5,5-115 HS VIS RECOIL,C473GB,73.1,1675,Hyper Silver,35,6.1,5-115,,,VIS-VIS,474,No,No,22.25,22.25,10.25,32.2,397.72,278.4,0,16,21,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-474-recoil-wheel-5lug-hyper-silver-20x85-500_8217.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-recoil-wheel-5lug-hyper-silver-20x85-1000_2850.jpg
474-7831GBMF38,886821216673,17X8,17,8,5-4.25 GBMF VIS RECOIL,C473GB,73.1,1675,Gloss Black Machined Face,38,6,5-4.25 (5-108),,,VIS-VIS,474,No,No,19,19,10,24.6,297.14,208,6,12,12,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-474-recoil-wheel-5lug-gloss-black-machined-20x85-500_6057.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-recoil-wheel-5lug-gloss-black-machined-20x85-1000_4876.jpg
474-7831HS38,886821216406,17X8,17,8,5-4.25 HS VIS RECOIL,C473GB,73.1,1650,Hyper Silver,38,6,5-4.25 (5-108),,,VIS-VIS,474,No,No,19.25,19.25,10,25.2,300.62,210.43,12,12,7,0,0,4,https://images.iconfigurators.app/images/wheels/large/vision-474-recoil-wheel-5lug-hyper-silver-20x85-500_8217.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-recoil-wheel-5lug-hyper-silver-20x85-1000_2850.jpg
474-7831SB38,886821216536,17X8,17,8,5-4.25 SB VIS RECOIL,C473GB,73.1,1650,Satin Black,38,6,5-4.25 (5-108),,,VIS-VIS,474,No,No,19,19,10,25,290.18,203.13,2,4,3,0,0,1,https://images.iconfigurators.app/images/wheels/large/vision-474-Recoil-wheel-5lug-satin-black-20x85-500_9007.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-Recoil-wheel-5lug-satin-black-20x85-1000_5915.jpg
474-7845GBMF38,886821216659,17X8,17,8,5-112 GBMF VIS RECOIL,C473GB,73.1,1650,Gloss Black Machined Face,38,6,5-112,,,VIS-VIS,474,No,No,19.25,19.25,10,25,297.14,208,0,12,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-474-recoil-wheel-5lug-gloss-black-machined-20x85-500_6057.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-recoil-wheel-5lug-gloss-black-machined-20x85-1000_4876.jpg
474-7845SB38,886821216529,17X8,17,8,5-112 SB VIS RECOIL,C473GB,73.1,1650,Satin Black,38,6,5-112,,,VIS-VIS,474,No,No,19.25,19.25,10,25.1,290.18,203.13,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-474-Recoil-wheel-5lug-satin-black-20x85-500_9007.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-Recoil-wheel-5lug-satin-black-20x85-1000_5915.jpg
474-7865GBMF38,886821216680,17X8,17,8,5-4.5 GBMF VIS RECOIL,C473GB,73.1,1650,Gloss Black Machined Face,38,6,5-4.5 (5-114.3),,,VIS-VIS,474,No,No,19.25,19.25,10,25.1,297.14,208,47,48,34,0,0,6,https://images.iconfigurators.app/images/wheels/large/vision-474-recoil-wheel-5lug-gloss-black-machined-20x85-500_6057.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-recoil-wheel-5lug-gloss-black-machined-20x85-1000_4876.jpg
474-7865HS38,886821216413,17X8,17,8,5-4.5 HS VIS RECOIL,C473GB,73.1,1650,Hyper Silver,38,6,5-4.5 (5-114.3),,,VIS-VIS,474,No,No,19.25,19.25,10,25,300.62,210.43,46,52,36,0,4,8,https://images.iconfigurators.app/images/wheels/large/vision-474-recoil-wheel-5lug-hyper-silver-20x85-500_8217.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-recoil-wheel-5lug-hyper-silver-20x85-1000_2850.jpg
474-7865SB38,886821216543,17X8,17,8,5-4.5 SB VIS RECOIL,C473GB,73.1,1650,Satin Black,38,6,5-4.5 (5-114.3),,,VIS-VIS,474,No,No,19.25,19.25,9.75,24.7,290.18,203.13,27,20,15,0,4,8,https://images.iconfigurators.app/images/wheels/large/vision-474-Recoil-wheel-5lug-satin-black-20x85-500_9007.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-Recoil-wheel-5lug-satin-black-20x85-1000_5915.jpg
474-7890HS38,886821216420,17X8,17,8,5-115 HS VIS RECOIL,C473GB,73.1,1650,Hyper Silver,38,6,5-115,,,VIS-VIS,474,No,No,20,20,10,25,300.62,210.43,4,12,0,0,0,4,https://images.iconfigurators.app/images/wheels/large/vision-474-recoil-wheel-5lug-hyper-silver-20x85-500_8217.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-recoil-wheel-5lug-hyper-silver-20x85-1000_2850.jpg
474-7890SB38,886821216550,17X8,17,8,5-115 SB VIS RECOIL,C473GB,73.1,1650,Satin Black,38,6,5-115,,,VIS-VIS,474,No,No,19.5,19.5,9.75,25,290.18,203.13,2,0,0,0,0,4,https://images.iconfigurators.app/images/wheels/large/vision-474-Recoil-wheel-5lug-satin-black-20x85-500_9007.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-Recoil-wheel-5lug-satin-black-20x85-1000_5915.jpg
474-8812GBMF38,886821216710,18X8,18,8,5-120 GBMF VIS RECOIL,C473GB,73.1,1675,Gloss Black Machined Face,38,6,5-120,,,VIS-VIS,474,No,No,20,20,9.75,27.4,311.21,217.84,23,40,28,0,4,4,https://images.iconfigurators.app/images/wheels/large/vision-474-recoil-wheel-5lug-gloss-black-machined-20x85-500_6057.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-recoil-wheel-5lug-gloss-black-machined-20x85-1000_4876.jpg
474-8812HS38,886821216444,18X8,18,8,5-120 HS VIS RECOIL,C473GB,73.1,1675,Hyper Silver,38,6,5-120,,,VIS-VIS,474,No,No,20,20,10,27.3,318.16,222.71,19,26,21,0,4,4,https://images.iconfigurators.app/images/wheels/large/vision-474-recoil-wheel-5lug-hyper-silver-20x85-500_8217.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-recoil-wheel-5lug-hyper-silver-20x85-1000_2850.jpg
474-8812SB38,886821216581,18X8,18,8,5-120 SB VIS RECOIL,C473GB,73.1,1675,Satin Black,38,6,5-120,,,VIS-VIS,474,No,No,20,20,10,26.5,304.25,212.98,27,16,39,0,4,0,https://images.iconfigurators.app/images/wheels/large/vision-474-Recoil-wheel-5lug-satin-black-20x85-500_9007.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-Recoil-wheel-5lug-satin-black-20x85-1000_5915.jpg
474-8831GBMF38,886821216703,18X8,18,8,5-4.25 GBMF VIS RECOIL,C473GB,73.1,1675,Gloss Black Machined Face,38,6,5-4.25 (5-108),,,VIS-VIS,474,No,No,20,20,10,27.5,311.21,217.84,20,8,19,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-474-recoil-wheel-5lug-gloss-black-machined-20x85-500_6057.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-recoil-wheel-5lug-gloss-black-machined-20x85-1000_4876.jpg
474-8831HS38,886821216437,18X8,18,8,5-4.25 HS VIS RECOIL,C473GB,73.1,1675,Hyper Silver,38,6,5-4.25 (5-108),,,VIS-VIS,474,No,No,20,20,9.75,27.3,318.16,222.71,28,40,16,0,0,4,https://images.iconfigurators.app/images/wheels/large/vision-474-recoil-wheel-5lug-hyper-silver-20x85-500_8217.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-recoil-wheel-5lug-hyper-silver-20x85-1000_2850.jpg
474-8831SB38,886821216574,18X8,18,8,5-4.25 SB VIS RECOIL,C473GB,73.1,1675,Satin Black,38,6,5-4.25 (5-108),,,VIS-VIS,474,No,No,20,20,9.75,27.6,304.25,212.98,0,16,33,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-474-Recoil-wheel-5lug-satin-black-20x85-500_9007.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-Recoil-wheel-5lug-satin-black-20x85-1000_5915.jpg
474-8865GBMF38,886821216727,18X8,18,8,5-4.5 GBMF VIS RECOIL,C473GB,73.1,1675,Gloss Black Machined Face,38,6,5-4.5 (5-114.3),,,VIS-VIS,474,No,No,20,20,10,27.6,311.21,217.84,40,34,35,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision-474-recoil-wheel-5lug-gloss-black-machined-20x85-500_6057.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-recoil-wheel-5lug-gloss-black-machined-20x85-1000_4876.jpg
474-8865SB38,886821216598,18X8,18,8,5-4.5 SB VIS RECOIL,C473GB,73.1,1675,Satin Black,38,6,5-4.5 (5-114.3),,,VIS-VIS,474,No,No,20,20,10,26.49,304.25,212.98,41,47,4,0,0,4,https://images.iconfigurators.app/images/wheels/large/vision-474-Recoil-wheel-5lug-satin-black-20x85-500_9007.png,https://images.iconfigurators.app/images/wheels/xlarge/vision-474-Recoil-wheel-5lug-satin-black-20x85-1000_5915.jpg
475V20112GBMF38,,20X10.5,20,10.5,5-120 GBMF VIS CLUTCH,C471GB-V,72.6,1900,Gloss Black Machined Face,38,7.22,5-120,,,VIS-VIS,475,No,No,0,0,0,0,430.23,301.16,0,0,0,0,0,0,,
475V20112GM38,,20X10.5,20,10.5,5-120 GM VIS CLUTCH,C471GM-V,72.6,1900,Gunmetal,38,7.22,5-120,,,VIS-VIS,475,No,No,0,0,0,0,430.23,301.16,0,0,0,0,0,0,,
475V20112HS38,,20X10.5,20,10.5,5-120 HS VIS CLUTCH,C471HS-V,72.6,1900,Hyper Silver,38,7.22,5-120,,,VIS-VIS,475,No,No,0,0,0,0,444.59,311.21,0,0,0,0,0,0,,
475V20165GBMF42,,20X10.5,20,10.5,5-4.5 GBMF VIS CLUTCH,C471GB-V,73.1,1900,Gloss Black Machined Face,42,7.38,5-4.5,,,VIS-VIS,475,No,No,0,0,0,0,430.23,301.16,0,0,0,0,0,0,,
475V20165GM42,,20X10.5,20,10.5,5-4.5 GM VIS CLUTCH,C471GM-V,73.1,1900,Gunmetal,42,7.38,5-4.5,,,VIS-VIS,475,No,No,0,0,0,0,430.23,301.16,0,0,0,0,0,0,,
475V20165HS42,,20X10.5,20,10.5,5-4.5 HS VIS CLUTCH,C471HS-V,73.1,1900,Hyper Silver,42,7.38,5-4.5,,,VIS-VIS,475,No,No,0,0,0,0,444.59,311.21,0,0,0,0,0,0,,
475V22912GBMF35,,22X9,22,9,5-120 GBMF VIS CLUTCH,C471GB-V,72.6,1900,Gloss Black Machined Face,35,6.35,5-120,,,VIS-VIS,475,No,No,0,0,0,0,474.05,331.83,0,0,0,0,0,0,,
475V22912GM35,,22X9,22,9,5-120 GM VIS CLUTCH,C471GM-V,72.6,1900,Gunmetal,35,6.35,5-120,,,VIS-VIS,475,No,No,0,0,0,0,474.05,331.83,0,0,0,0,0,0,,
475V22912HS35,,22X9,22,9,5-120 HS VIS CLUTCH,C471HS-V,72.6,1900,Hyper Silver,35,6.35,5-120,,,VIS-VIS,475,No,No,0,0,0,0,488.41,341.89,0,0,0,0,0,0,,
475V22965GBMF38,,22X9,22,9,5-4.5 GBMF VIS CLUTCH,C471GB-V,73.1,1900,Gloss Black Machined Face,38,6.5,5-4.5,,,VIS-VIS,475,No,No,0,0,0,0,474.05,331.83,0,0,0,0,0,0,,
475V22965GM38,,22X9,22,9,5-4.5 GM VIS CLUTCH,C471GM-V,73.1,1900,Gunmetal,38,6.5,5-4.5,,,VIS-VIS,475,No,No,0,0,0,0,474.05,331.83,0,0,0,0,0,0,,
475V22965HS38,,22X9,22,9,5-4.5 HS VIS CLUTCH,C471HS-V,73.1,1900,Hyper Silver,38,6.5,5-4.5,,,VIS-VIS,475,No,No,0,0,0,0,488.41,341.89,0,0,0,0,0,0,,
475V2912GBMF35,,20X9,20,9,5-120 GBMF VIS CLUTCH,C471GB-V,72.6,1900,Gloss Black Machined Face,35,6.35,5-120,,,VIS-VIS,475,No,No,0,0,0,0,400.38,280.26,0,0,0,0,0,0,,
475V2912GM35,,20X9,20,9,5-120 GM VIS CLUTCH,C471GM-V,72.6,1900,Gunmetal,35,6.35,5-120,,,VIS-VIS,475,No,No,0,0,0,0,400.38,280.26,0,0,0,0,0,0,,
475V2912HS35,,20X9,20,9,5-120 HS VIS CLUTCH,C471HS-V,72.6,1900,Hyper Silver,35,6.35,5-120,,,VIS-VIS,475,No,No,0,0,0,0,414.74,290.32,0,0,0,0,0,0,,
475V2945GBMF32,,20X9,20,9,5-112 GBMF VIS CLUTCH,C471GB-V,66.56,1900,Gloss Black Machined Face,32,6.23,5-112,,,VIS-VIS,475,No,No,0,0,0,0,400.38,280.26,0,0,0,0,0,0,,
475V2945GM32,,20X9,20,9,5-112 GM VIS CLUTCH,C471GM-V,66.56,1900,Gunmetal,32,6.23,5-112,,,VIS-VIS,475,No,No,0,0,0,0,400.38,280.26,0,0,0,0,0,0,,
475V2945HS32,,20X9,20,9,5-112 HS VIS CLUTCH,C471HS-V,66.56,1900,Hyper Silver,32,6.23,5-112,,,VIS-VIS,475,No,No,0,0,0,0,414.74,290.32,0,0,0,0,0,0,,
475V2965GBMF38,,20X9,20,9,5-4.5 GBMF VIS CLUTCH,C471GB-V,73.1,1900,Gloss Black Machined Face,38,6.5,5-4.5,,,VIS-VIS,475,No,No,0,0,0,0,400.38,280.26,0,0,0,0,0,0,,
475V2965GM38,,20X9,20,9,5-4.5 GM VIS CLUTCH,C471GM-V,73.1,1900,Gunmetal,38,6.5,5-4.5,,,VIS-VIS,475,No,No,0,0,0,0,400.38,280.26,0,0,0,0,0,0,,
475V2965HS38,,20X9,20,9,5-4.5 HS VIS CLUTCH,C471HS-V,73.1,1900,Hyper Silver,38,6.5,5-4.5,,,VIS-VIS,475,No,No,0,0,0,0,414.74,290.32,0,0,0,0,0,0,,
