PartNo,Barcode,Size,Diameter,Width,Description,Cap,Bore,Load,Finish,Offset,Backspace,Bolt Pattern1,Bolt Pattern2,Additional Info,Brand,Style,Discontinued,Special,Length,Width,Height,Gross Weight,MSRP,Price,Qty AL,Qty CA,Qty IN,Qty TX,Qty NC,Qty ON,L Pic,XL Pic
423H2984GBMF12,886821220205,20X9,20,9,6-5.5 GBMF VOR MANIC,C420GB,78.1,2400,Gloss Black Machined Face,12,5.4,6-5.5 (6-139.7),,,VIS-VOR,423,No,No,22.25,22.25,11,44.1,380.35,235.28,37,40,33,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_423-2003_20x10-1509-582-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_423-2003_20x10-1509-582-00-1000.jpg
423H2993GBMF12,886821220212,20X9,20,9,6-135/139.7 GBMF VOR MANIC,C420GB,106.2,2400,Gloss Black Machined Face,12,5.4,6-135,6-5.5 (6-139.7),,VIS-VOR,423,No,No,22.5,22.5,11,42,380.35,235.28,6,44,19,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_423-2003_20x10-1509-582-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_423-2003_20x10-1509-582-00-1000.jpg
423H2993GBMF-12,886821220229,20X9,20,9,6-135/139.7 GBMF VOR MANIC,C420GB,106.2,2400,Gloss Black Machined Face,-12,4.5,6-135,6-5.5 (6-139.7),,VIS-VOR,423,No,No,22.5,22.5,10.75,44.04,380.35,235.28,0,4,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_423-2003_20x10-1509-582-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_423-2003_20x10-1509-582-00-1000.jpg
425-5601C38,886821177899,15X6.5,15,6.5,4-100/108 CHR VIS BANE,C425-V,73.1,1800,Chrome,38,5.25,4-100,4-4.25 (4-108),,VIS-VIS,425,No,No,17,17,8.5,19.1,287.17,172.96,30,20,2,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_PVD-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_PVD-10001.jpg
425-5601GM38,886821249268,15X6.5,15,6.5,4-100/108 GM VIS BANE,C425-V,73.1,1800,Gunmetal,38,5.25,4-100,4-4.25 (4-108),,VIS-VIS,425,No,No,0,0,0,0,174.14,109.07,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_GM-500.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_GM-1000.jpg
425-5601HS38,886821251162,15X6.5,15,6.5,4-100/108 HS VIS BANE,C425-V,73.1,1800,Hyper Silver,38,5.25,4-100,4-4.25 (4-108),,VIS-VIS,425,No,No,17,17,9,18.5,184.82,115.3,91,46,64,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_425-7703_venom_17x7-1403-156-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_425-7703_venom_17x7-1403-156-00-1000.jpg
425-5601MB38,886821247363,15X6.5,15,6.5,4-100/108 MB VIS BANE,C425MB-V,73.1,1800,Matte Black,38,5.25,4-100,4-4.25 (4-108),,VIS-VIS,425,No,No,17,17,8.5,19.1,174.14,109.07,12,50,119,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_425-7703_venom_17x7-1403-160-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_425-7703_venom_17x7-1403-160-00-1000.jpg
425-5603C38,886821177905,15X6.5,15,6.5,4-100/114.3CHR VIS BANE,C425-V,73.1,1800,Chrome,38,5.25,4-100,4-4.5 (4-114.3),,VIS-VIS,425,No,No,17.25,17.25,8.25,19.38,287.17,172.96,4,20,18,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_PVD-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_PVD-10001.jpg
425-5603GM38,886821249367,15X6.5,15,6.5,4-100/114.3 GM VIS BANE,C425-V,73.1,1800,Gunmetal,38,5.25,4-100,4-4.5 (4-114.3),,VIS-VIS,425,No,No,17,17,8.5,18.8,174.14,109.07,98,87,61,0,0,1,https://images.iconfigurators.app/images/wheels/large/425_17x7_GM-500.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_GM-1000.jpg
425-5603HS38,886821251261,15X6.5,15,6.5,4-100/114.3 HS VIS BANE,C425-V,73.1,1800,Hyper Silver,38,5.25,4-100,4-4.5 (4-114.3),,VIS-VIS,425,No,No,17,17,8.5,19,184.82,115.3,11,20,96,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_425-7703_venom_17x7-1403-156-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_425-7703_venom_17x7-1403-156-00-1000.jpg
425-5603MB38,886821247462,15X6.5,15,6.5,4-100/114.3 MB VIS BANE,C425MB-V,73.1,1800,Matte Black,38,5.25,4-100,4-4.5 (4-114.3),,VIS-VIS,425,No,No,17,17,8.25,19,174.14,109.07,69,73,0,0,16,1,https://images.iconfigurators.app/images/wheels/large/vision_425-7703_venom_17x7-1403-160-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_425-7703_venom_17x7-1403-160-00-1000.jpg
425-5618C38,886821177912,15X6.5,15,6.5,5-100/114.3 CHR VIS BANE,C425-V,73.1,1800,Chrome,38,5.25,5-100,5-4.5 (5-114.3),,VIS-VIS,425,No,No,17,17,8.5,18.7,287.17,172.96,1,44,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_PVD-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_PVD-10001.jpg
425-5618GM38,886821249466,15X6.5,15,6.5,5-100/114.3 GM VIS BANE,C425-V,73.1,1800,Gunmetal,38,5.25,5-100,5-4.5 (5-114.3),,VIS-VIS,425,No,No,17,17,8.5,18.9,174.14,109.07,43,40,29,0,8,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_GM-500.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_GM-1000.jpg
425-5618HS38,886821251360,15X6.5,15,6.5,5-100/114.3 HS VIS BANE,C425-V,73.1,1800,Hyper Silver,38,5.25,5-100,5-4.5 (5-114.3),,VIS-VIS,425,No,No,17,17,8.5,18.7,184.82,115.3,41,60,71,0,7,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_HS-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_HS-10001.jpg
425-5618MB38,886821247561,15X6.5,15,6.5,5-100/114.3 MB VIS BANE,C425MB-V,73.1,1800,Matte Black,38,5.25,5-100,5-4.5 (5-114.3),,VIS-VIS,425,No,No,17,17,9,18.2,174.14,109.07,161,88,150,0,16,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_MB-500.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_MB-1000.jpg
425-5620C38,886821177929,15X6.5,15,6.5,5-112/114.3 CHR  VIS BANE,C425-V,73.1,1800,Chrome,38,5.25,5-112,5-4.5 (5-114.3),,VIS-VIS,425,No,No,0,0,0,0,287.17,172.96,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_PVD-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_PVD-10001.jpg
425-5620HS38,886821251469,15X6.5,15,6.5,5-112/114.3 HS VIS BANE,C425-V,73.1,1800,Hyper Silver,38,5.25,5-112,5-4.5 (5-114.3),,VIS-VIS,425,No,No,17,17,8.5,19.1,184.82,115.3,0,0,0,0,0,1,https://images.iconfigurators.app/images/wheels/large/425_17x7_HS-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_HS-10001.jpg
425-5620MB38,886821247660,15X6.5,15,6.5,5-112/114.3 MB VIS BANE,C425MB-V,73.1,1800,Matte Black,38,5.25,5-112,5-4.5 (5-114.3),,VIS-VIS,425,No,No,17,17,8.5,19.2,174.14,109.07,0,0,0,0,0,2,https://images.iconfigurators.app/images/wheels/large/425_17x7_MB-500.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_MB-1000.jpg
425-6701C42,886821177936,16X7,16,7,4-100/108 HR VIS BANE,C425-V,73.1,1800,Chrome,42,5.65,4-100,4-4.25 (4-108),,VIS-VIS,425,No,No,0,0,0,0,307.03,193.19,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_PVD-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_PVD-10001.jpg
425-6701HS42,886821251568,16X7,16,7,4-100/108 HS VIS BANE,C425-V,73.1,1800,Hyper Silver,42,5.65,4-100,4-4.25 (4-108),,VIS-VIS,425,No,No,18,18,9.25,20.5,206.23,129.33,122,91,10,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_425-7703_venom_17x7-1403-156-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_425-7703_venom_17x7-1403-156-00-1000.jpg
425-6701MB42,886821247769,16X7,16,7,4-100/108 MB VIS BANE,C425MB-V,73.1,1800,Matte Black,42,5.65,4-100,4-4.25 (4-108),,VIS-VIS,425,No,No,18,18,9.25,20.6,192.47,121.54,13,56,9,0,12,0,https://images.iconfigurators.app/images/wheels/large/vision_425-7703_venom_17x7-1403-160-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_425-7703_venom_17x7-1403-160-00-1000.jpg
425-6703C38,886821177943,16X7,16,7,4-100/114.3 CHRVIS BANE,C425-V,73.1,1800,Chrome,38,5.5,4-100,4-4.5 (4-114.3),,VIS-VIS,425,No,No,0,0,0,0,307.03,193.19,2,0,1,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_PVD-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_PVD-10001.jpg
425-6703GM38,886821249763,16X7,16,7,4-100/114.3 GM VIS BANE,C425-V,73.1,1800,Gunmetal,38,5.5,4-100,4-4.5 (4-114.3),,VIS-VIS,425,No,No,18,18,9.25,20.3,192.47,121.54,185,0,31,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_GM-500.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_GM-1000.jpg
425-6703MB38,886821247868,16X7,16,7,4-100/114.3 MB VIS BANE,C425MB-V,73.1,1800,Matte Black,38,5.5,4-100,4-4.5 (4-114.3),,VIS-VIS,425,No,No,18,18,9.25,20.8,192.47,121.54,49,23,16,0,16,9,https://images.iconfigurators.app/images/wheels/large/vision_425-7703_venom_17x7-1403-160-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_425-7703_venom_17x7-1403-160-00-1000.jpg
425-6718C38,886821177950,16X7,16,7,5-100/114.3 HR VIS BANE,C425-V,73.1,1800,Chrome,38,5.5,5-100,5-4.5 (5-114.3),,VIS-VIS,425,No,No,0,0,0,0,307.03,193.19,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_PVD-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_PVD-10001.jpg
425-6718GM38,886821249862,16X7,16,7,5-100/114.3 GM VIS BANE,C425-V,73.1,1800,Gunmetal,38,5.5,5-100,5-4.5 (5-114.3),,VIS-VIS,425,No,No,18,18,9.25,21,192.47,121.54,49,42,47,40,24,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_GM-500.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_GM-1000.jpg
425-6718HS38,886821251766,16X7,16,7,5-100/114.3 HS VIS BANE,C425-V,73.1,1800,Hyper Silver,38,5.5,5-100,5-4.5 (5-114.3),,VIS-VIS,425,No,No,18,18,9.25,21.5,206.23,129.33,69,39,26,0,4,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_HS-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_HS-10001.jpg
425-6718MB38,886821247967,16X7,16,7,5-100/114.3 MB VIS BANE,C425MB-V,73.1,1800,Matte Black,38,5.5,5-100,5-4.5 (5-114.3),,VIS-VIS,425,No,No,18,18,9.25,21.2,192.47,121.54,33,52,16,0,22,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_MB-500.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_MB-1000.jpg
425-6720C38,886821177974,16X7,16,7,5-112/114.3 CHR VIS BANE,C425-V,73.1,1800,Chrome,38,5.5,5-112,5-4.5 (5-114.3),,VIS-VIS,425,No,No,18,18,9.25,20.7,307.03,193.19,0,1,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_PVD-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_PVD-10001.jpg
425-6720C48,886821178018,16X7,16,7,5-112/114.3 CHR VIS BANE,C425-V,73.1,1800,Chrome,48,5.9,5-112,5-4.5 (5-114.3),,VIS-VIS,425,No,No,0,0,0,0,307.03,193.19,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_PVD-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_PVD-10001.jpg
425-6720GM38,886821249961,16X7,16,7,5-112/114.3 GM VIS BANE,C425-V,73.1,1800,Gunmetal,38,5.5,5-112,5-4.5 (5-114.3),,VIS-VIS,425,No,No,18,18,9.25,20.9,192.47,121.54,64,20,32,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_GM-500.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_GM-1000.jpg
425-6720HS38,886821251865,16X7,16,7,5-112/114.3 HS VIS BANE,C425-V,73.1,1800,Hyper Silver,38,5.5,5-112,5-4.5 (5-114.3),,VIS-VIS,425,No,No,18,18,9.25,20.7,206.23,129.33,20,51,23,0,8,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_HS-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_HS-10001.jpg
425-6720MB38,886821248063,16X7,16,7,5-112/114.3 MB VIS BANE,C425MB-V,73.1,1800,Matte Black,38,5.5,5-112,5-4.5 (5-114.3),,VIS-VIS,425,No,No,18,18,9,20.8,192.47,121.54,4,119,36,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_MB-500.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_MB-1000.jpg
425-6720MB48,886821248469,16X7,16,7,5-112/114.3 MB VIS BANE,C425MB-V,73.1,1800,Matte Black,48,5.9,5-112,5-4.5 (5-114.3),,VIS-VIS,425,No,No,18,18,9.25,20.2,192.47,121.54,46,44,36,0,8,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_MB-500.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_MB-1000.jpg
425-6721C38,886821177981,16X7,16,7,5-114.3/120 CHR VIS BANE,C425-V,73.1,1800,Chrome,38,5.5,5-4.5 (5-114.3),5-120,,VIS-VIS,425,No,No,0,0,0,0,307.03,193.19,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_PVD-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_PVD-10001.jpg
425-6721GM38,886821250066,16X7,16,7,5-114.3/120 GM VIS BANE,C425-V,73.1,1800,Gunmetal,38,5.5,5-4.5 (5-114.3),5-120,,VIS-VIS,425,No,No,18,18,9.25,20.8,192.47,121.54,97,96,46,0,19,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_GM-500.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_GM-1000.jpg
425-6721HS38,886821251964,16X7,16,7,5-114.3/120 HS VIS BANE,C425-V,73.1,1800,Hyper Silver,38,5.5,5-4.5 (5-114.3),5-120,,VIS-VIS,425,No,No,18,18,9.25,21.1,206.23,129.33,55,36,68,0,24,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_HS-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_HS-10001.jpg
425-6721MB38,886821248162,16X7,16,7,5-114.3/120 MB VIS BANE,C425MB-V,73.1,1800,Matte Black,38,5.5,5-4.5 (5-114.3),5-120,,VIS-VIS,425,No,No,18,18,9.25,20.7,192.47,121.54,43,53,71,0,12,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_MB-500.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_MB-1000.jpg
425-6768C38,886821177998,16X7,16,7,5-110/115 CHRVIS BANE,C425-V,73.1,1800,Chrome,38,5.5,5-110,5-115,,VIS-VIS,425,No,No,18,18,9.25,23.6,307.03,193.19,9,12,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_PVD-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_PVD-10001.jpg
425-6768GM38,886821250165,16X7,16,7,5-110/115 GM VIS BANE,C425-V,73.1,1800,Gunmetal,38,5.5,5-110,5-115,,VIS-VIS,425,No,No,18,18,9.25,21,192.47,121.54,14,60,75,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_GM-500.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_GM-1000.jpg
425-6768HS38,886821252060,16X7,16,7,5-110/115 HS VIS BANE,C425-V,73.1,1800,Hyper Silver,38,5.5,5-110,5-115,,VIS-VIS,425,No,No,18,18,9,21.6,206.23,129.33,41,41,33,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_HS-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_HS-10001.jpg
425-6768MB38,886821248261,16X7,16,7,5-110/115 MB VIS BANE,C425MB-V,73.1,1800,Matte Black,38,5.5,5-110,5-115,,VIS-VIS,425,No,No,18,18,9.25,22.4,192.47,121.54,2,78,151,0,3,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_MB-500.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_MB-1000.jpg
425-6795C38,886821178001,16X7,16,7,5-105/115 CHR VIS BANE,C425-V,73.1,1800,Chrome,38,5.5,5-105,5-115,,VIS-VIS,425,No,No,0,0,0,0,307.03,193.19,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_PVD-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_PVD-10001.jpg
425-6795GM38,886821250264,16X7,16,7,5-105/115 GM VIS BANE,C425-V,73.1,1800,Gunmetal,38,5.5,5-105,5-115,,VIS-VIS,425,No,No,18,18,9.25,20.8,192.47,121.54,92,19,160,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_GM-500.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_GM-1000.jpg
425-6795HS38,886821252169,16X7,16,7,5-105/115 HS VIS BANE,C425-V,73.1,1800,Hyper Silver,38,5.5,5-105,5-115,,VIS-VIS,425,No,No,18,18,9.25,20.3,206.23,129.33,0,14,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_HS-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_HS-10001.jpg
425-6795MB38,886821248360,16X7,16,7,5-105/115 MB VIS BANE,C425MB-V,73.1,1800,Matte Black,38,5.5,5-105,5-115,,VIS-VIS,425,No,No,18,18,9.25,20.3,192.47,121.54,181,164,131,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_MB-500.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_MB-1000.jpg
425-7703C42,886821178025,17X7,17,7,4-100/114.3 CHR VIS BANE,C425-V,73.1,1800,Chrome,42,5.65,4-100,4-4.5 (4-114.3),,VIS-VIS,425,No,No,0,0,0,0,333,204.12,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_PVD-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_PVD-10001.jpg
425-7703GM42,886821250462,17X7,17,7,4-100/114.3 GM VIS BANE,C425-V,73.1,1800,Gunmetal,42,5.65,4-100,4-4.5 (4-114.3),,VIS-VIS,425,No,No,19.25,19.25,9,23.3,223.01,141.79,85,97,19,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_GM-500.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_GM-1000.jpg
425-7703MB42,886821248568,17X7,17,7,4-100/114.3 MB VIS BANE,C425MB-V,73.1,1800,Matte Black,42,5.65,4-100,4-4.5 (4-114.3),,VIS-VIS,425,No,No,19.25,19.25,9,23.4,223.01,141.79,52,61,58,0,8,2,https://images.iconfigurators.app/images/wheels/large/vision_425-7703_venom_17x7-1403-160-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_425-7703_venom_17x7-1403-160-00-1000.jpg
425-7718C38,886821178032,17X7,17,7,5-100/114.3 CHR VIS BANE,C425-V,73.1,1800,Chrome,38,5.5,5-100,5-4.5 (5-114.3),,VIS-VIS,425,No,No,19,19,9,24.1,333,204.12,0,21,0,0,8,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_PVD-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_PVD-10001.jpg
425-7718GM38,886821250561,17X7,17,7,5-100/114.3 GM VIS BANE,C425-V,73.1,1800,Gunmetal,38,5.5,5-100,5-4.5 (5-114.3),,VIS-VIS,425,No,No,19.25,19.25,9,23.3,223.01,141.79,61,19,40,0,4,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_GM-500.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_GM-1000.jpg
425-7718HS38,886821252466,17X7,17,7,5-100/114.3 HS VIS BANE,C425-V,73.1,1800,Hyper Silver,38,5.5,5-100,5-4.5 (5-114.3),,VIS-VIS,425,No,No,19.25,19.25,9,23.4,238.29,148.02,41,27,56,0,5,2,https://images.iconfigurators.app/images/wheels/large/425_17x7_HS-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_HS-10001.jpg
425-7718MB38,886821248667,17X7,17,7,5-100/114.3 MB VIS BANE,C425MB-V,73.1,1800,Matte Black,38,5.5,5-100,5-4.5 (5-114.3),,VIS-VIS,425,No,No,19.25,19.25,9,23.6,223.01,141.79,95,74,52,0,16,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_MB-500.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_MB-1000.jpg
425-7720C38,886821178049,17X7,17,7,5-112/114.3 CHR VIS BANE,C425-V,73.1,1800,Chrome,38,5.5,5-112,5-4.5 (5-114.3),,VIS-VIS,425,No,No,19.25,19.25,9,23.7,333,204.12,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_PVD-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_PVD-10001.jpg
425-7720C48,886821178094,17X7,17,7,5-112/114.3 CHR VIS BANE,C425-V,73.1,1800,Chrome,48,5.9,5-112,5-4.5 (5-114.3),,VIS-VIS,425,No,No,0,0,0,0,333,204.12,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_PVD-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_PVD-10001.jpg
425-7720HS38,886821252565,17X7,17,7,5-112/114.3 HS VIS BANE,C425-V,73.1,1800,Hyper Silver,38,5.5,5-112,5-4.5 (5-114.3),,VIS-VIS,425,No,No,19.25,19.25,9,23.3,238.29,148.02,3,7,30,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_HS-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_HS-10001.jpg
425-7721C38,886821178056,17X7,17,7,5-114.3/120 CHR VIS BANE,C425-V,73.1,1800,Chrome,38,5.5,5-4.5 (5-114.3),5-120,,VIS-VIS,425,No,No,19.25,19.25,9.25,24.2,333,204.12,18,27,0,0,16,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_PVD-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_PVD-10001.jpg
425-7721GM38,886821250769,17X7,17,7,5-114.3/120 GM VIS BANE,C425-V,73.1,1800,Gunmetal,38,5.5,5-4.5 (5-114.3),5-120,,VIS-VIS,425,No,No,19.25,19.25,9,23.2,223.01,141.79,74,32,12,0,8,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_GM-500.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_GM-1000.jpg
425-7721HS38,886821252664,17X7,17,7,5-114.3/120 HS VIS BANE,C425-V,73.1,1800,Hyper Silver,38,5.5,5-4.5 (5-114.3),5-120,,VIS-VIS,425,No,No,19.25,19.25,9,23.8,238.29,148.02,0,41,16,0,8,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_HS-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_HS-10001.jpg
425-7721MB38,886821248865,17X7,17,7,5-114.3/120 MB VIS BANE,C425MB-V,73.1,1800,Matte Black,38,5.5,5-4.5 (5-114.3),5-120,,VIS-VIS,425,No,No,19.25,19.25,9,23.1,223.01,141.79,91,46,84,0,12,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_MB-500.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_MB-1000.jpg
425-7768C38,886821178070,17X7,17,7,5-110/115 CHR VIS BANE,C425-V,73.1,1800,Chrome,38,5.5,5-110,5-115,,VIS-VIS,425,No,No,19,19,9.25,24.1,333,204.12,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_PVD-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_PVD-10001.jpg
425-7768MB38,886821248964,17X7,17,7,5-110/115 MB VIS BANE,C425MB-V,73.1,1800,Matte Black,38,5.5,5-110,5-115,,VIS-VIS,425,No,No,19.25,19.25,9,23.8,223.01,141.79,110,132,39,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_MB-500.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_MB-1000.jpg
425-7795C38,886821178087,17X7,17,7,5-105/115 CHR VIS BANE,C425-V,73.1,1800,Chrome,38,5.5,5-105,,,VIS-VIS,425,No,No,0,0,0,0,333,204.12,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/425_17x7_PVD-5001.png,https://images.iconfigurators.app/images/wheels/xlarge/425_17x7_PVD-10001.jpg
426H2812C40,886821178438,20X8.5,20,8.5,5-120 CHR VIS CROSS II,C425-V,72.56,2100,Chrome,40,6.3,5-120,,,VIS-VIS,426H,No,No,22.5,22.5,10.75,35.2,452.13,286.68,0,0,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_426-7703_cross-17x7-1403-165-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_426-7703_cross-17x7-1403-165-00-1000.jpg
426H2812HS40,886821161041,20X8.5,20,8.5,5-120 HYPSLV VIS CROSS II,C426S-V,72.56,2100,Hyper Silver,40,6.3,5-120,,,VIS-VIS,426H,No,No,22.25,22.25,11.25,36.5,360.49,227.46,15,22,0,24,14,8,https://images.iconfigurators.app/images/wheels/large/vision_426h_20x85-1602-137-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_426h_20x85-1602-137-00-1000.jpg
426H2865C40,886821178445,20X8.5,20,8.5,5-114.3 CHR VIS CROSS II,C425-V,73.1,2100,Chrome,40,6.3,5-4.5 (5-114.3),,,VIS-VIS,426H,No,No,22,22,11,34.6,371.2,235.73,2,55,0,0,0,0,https://images.iconfigurators.app/images/wheels/large/vision_426-7703_cross-17x7-1403-165-00-500.png,https://images.iconfigurators.app/images/wheels/xlarge/vision_426-7703_cross-17x7-1403-165-00-1000.jpg
426H2865HS40,886821166527,20X8.5,20,8.5,5-114.3 HYPSLV VIS CROSS II,C426S-V,73.1,2100,Hyper Silver,40,6.3,5-4.5 (5-114.3),,,VIS-VIS,426H,No,No,22.25,22.25,10.25,34,265.53,186.95,32,59,35,9,0,0,,
